site1_url,site1_written_by,site1_reviewed_by,site2_url,site2_written_by,site2_reviewed_by
https://blog.thelowdown.com/blog/everything-you-need-to-know-about-the-combined-pill,Maddie Braidwood,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/everything-you-need-to-know-about-the-combined-pill,Maddie Braidwood,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/getting-the-snip,Hatty Wilmoth,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/getting-the-snip,Hatty Wilmoth,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/signs-your-boyfriend-doesnt-want-you-sexually,Lucy Rowett,Dr Becky Mawson,http://localhost/thelowdown/wp/blog/signs-your-boyfriend-doesnt-want-you-sexually,Lucy Rowett,Dr Becky Mawson
https://blog.thelowdown.com/blog/burrell-street-clinic,Grace Jessop,N/A,http://localhost/thelowdown/wp/blog/burrell-street-clinic,Grace Jessop,
https://blog.thelowdown.com/blog/tag/spotting,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/spotting,"



Periods on the pill – are they real or fake?
",N/A
https://blog.thelowdown.com/blog/signs-youre-losing-too-much-blood-during-period,Fatema Dawoodbhoy,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/signs-youre-losing-too-much-blood-during-period,Fatema Dawoodbhoy,Dr Fran Yarlett
https://blog.thelowdown.com/blog/tag/sexual-health-cuts,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/sexual-health-cuts,"



My contraceptive journey: Have I been on the same pill for too long?
",N/A
https://blog.thelowdown.com/blog/tag/coil-fitting,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/coil-fitting,"



IUS/IUD coil fitting: what to expect
",N/A
https://blog.thelowdown.com/blog/tag/sex-in-pregnancy,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/sex-in-pregnancy,"
Painful Sex During Pregnancy? Let’s talk about it.
",N/A
https://blog.thelowdown.com/blog/tag/hair-loss,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/hair-loss,"



Can The Contraceptive Pill Cause Hair Loss?
",N/A
https://blog.thelowdown.com/blog/types-of-fibroids,Fatema Dawoodbhoy,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/types-of-fibroids,Skip to content,Fatema Dawoodbhoy
https://blog.thelowdown.com/blog/tag/antibiotics,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/antibiotics,"



Antibiotics and The Pill: What’s The Truth?
",N/A
https://blog.thelowdown.com/blog/endometriosis-bloating,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/endometriosis-bloating,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/pmdd,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/pmdd,"



What’s the difference between Premenstrual syndrome (PMS) and Premenstrual dysphoric disorder (PMDD)?
",N/A
https://blog.thelowdown.com/blog/tag/fertile-window,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/fertile-window,"



Can you get pregnant on your period?
",N/A
https://blog.thelowdown.com/blog/tag/iud-brands,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/iud-brands,"



IUD brands
",N/A
https://blog.thelowdown.com/blog/tag/fran-conti-ramsden,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/fran-conti-ramsden,N/A,N/A
https://blog.thelowdown.com/blog/diahala-doucoure,N/A,N/A,http://localhost/thelowdown/wp/blog/diahala-doucoure,"



How to manage sleep problems in perimenopause
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/tag/slynd,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/slynd,"



Everything you need to know about Slynd: The new progestogen-only pill
",N/A
https://blog.thelowdown.com/blog/tag/pull-out-method-2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/pull-out-method-2,"



Can precum cause pregnancy? What are the chances?
",N/A
https://blog.thelowdown.com/blog/morning-after-pill-menstrual-cycle,Georgia Gallant,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/morning-after-pill-menstrual-cycle,Georgia Gallant,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/covid-19-vaccine-and-the-impact-on-fertility-awareness,Sarah Panzetta,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/covid-19-vaccine-and-the-impact-on-fertility-awareness,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/hpv,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/hpv,"



What you always wanted to know about cervical screening, but didn’t know how to ask
",N/A
https://blog.thelowdown.com/blog/the-future-of-male-contraceptives,Lili Bunten,Dr Becky Mawson,http://localhost/thelowdown/wp/blog/the-future-of-male-contraceptives,The Lowdown,Dr Becky Mawson
https://blog.thelowdown.com/#premature-ejaculation,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/vagina,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/vagina,"



Feeling sore after sex? Why your vagina hurts and what to do about it
",N/A
https://blog.thelowdown.com/blog/tag/periods/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/periods/page/2,"



How contraception can help with heavy and painful periods
","



How to throw the ultimate first moon party for your first period
"
https://blog.thelowdown.com/blog/thrush-or-sti,Mary Hargreaves,Dr Frances Yarlett,http://localhost/thelowdown/wp/blog/thrush-or-sti,Mary Hargreaves,Dr Fran Yarlett
https://blog.thelowdown.com/blog/tag/mary-hargreaves/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/mary-hargreaves/,N/A,N/A
https://blog.thelowdown.com/blog/the-lowdown-bags-800000-pre-seed-investment,The Lowdown,N/A,http://localhost/thelowdown/wp/blog/the-lowdown-bags-800000-pre-seed-investment,The Lowdown,Calm/Storm Ventures
https://blog.thelowdown.com/author/becky-mawson,N/A,N/A,http://localhost/thelowdown/wp/author/becky-mawson,"



Can you get pregnant on your period?
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/#vig,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/microgynon-breastfeeding,The Lowdown,N/A,http://localhost/thelowdown/wp/blog/microgynon-breastfeeding,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/norgestimate,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/norgestimate,"



Norgestimate
",N/A
https://blog.thelowdown.com/blog/tag/dr-brenna,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/dr-brenna,N/A,N/A
https://blog.thelowdown.com/blog/recurring-uti,Emma Scott,Dr Becky Mawson,http://localhost/thelowdown/wp/blog/recurring-uti,Emma Scott,Dr Becky Mawson
https://blog.thelowdown.com/blog/tag/the-lowdown/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/the-lowdown/,"



The Lowdown pill ‘groups’ explained
",N/A
https://blog.thelowdown.com/blog/tag/dr-nikki-ramskill,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/dr-nikki-ramskill,N/A,N/A
https://blog.thelowdown.com/#skin,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/ovulation-bleeding,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/ovulation-bleeding,"



Ovulation bleeding & spotting – is it normal mid cycle?
",N/A
https://blog.thelowdown.com/blog/tag/dr-fran/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/dr-fran/,N/A,N/A
https://blog.thelowdown.com/blog/contraception-itchy-vagina,Laura Keyes,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/contraception-itchy-vagina,Laura Keyes,Dr Fran Yarlett
https://blog.thelowdown.com/blog/my-contraceptive-journey-how-the-wrong-pill-affected-everything,Freya Cullinane,N/A,http://localhost/thelowdown/wp/blog/my-contraceptive-journey-how-the-wrong-pill-affected-everything,Skip to content,Freya Cullinane 
https://blog.thelowdown.com/author/personal-story,N/A,N/A,http://localhost/thelowdown/wp/author/personal-story,"



My contraceptive experience: Living with Crohn’s and my Mirena coil
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/#coil,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/my-contraceptive-journey-one-injection-please,Lili Bunten,N/A,http://localhost/thelowdown/wp/blog/my-contraceptive-journey-one-injection-please,Lili Bunten ,coil
https://blog.thelowdown.com/#best,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/depo-provera,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/depo-provera,N/A,N/A
https://blog.thelowdown.com/blog/fibroids-pregnancy,Fatema Dawoodbhoy,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/fibroids-pregnancy,Fatema Dawoodbhoy,Dr Fran Yarlett
https://blog.thelowdown.com/blog/ibs-and-the-pill,Kimberly Malone-Crossley,Dr. Fran Yarlett,http://localhost/thelowdown/wp/blog/ibs-and-the-pill,Kimberly Malone Crossley,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#back-to-work,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/author/hayley-johnson,N/A,N/A,http://localhost/thelowdown/wp/author/hayley-johnson,"



Menopause and contraception in your 40s and 50s
",A Post-Traumatic Stress Disorder review: the prevalence of underreporting and the role of stigma in the Military
https://blog.thelowdown.com/blog/morning-after-pill-guide,Maddie Braidwood,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/morning-after-pill-guide,Maddie Braidwood,Dr Fran Yarlett
https://blog.thelowdown.com/blog/tag/coming-off-the-pill,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/coming-off-the-pill,"



So you want to talk about… coming off the pill
",N/A
https://blog.thelowdown.com/blog/migraines-and-the-pill,Emma Scott,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/migraines-and-the-pill,Emma Scott,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/untreated-bacterial-vaginosis,Dr Brenna Weaver,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/untreated-bacterial-vaginosis,Dr Brenna Weaver,Dr Fran Yarlett
https://blog.thelowdown.com/#skip,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#symptoms,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/switching-contraception,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/switching-contraception,"



Changing your contraception: how to switch methods
",N/A
https://blog.thelowdown.com/#mood,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/hair,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/hair,"



Hirsutism: how contraception can help with excess hair growth
",N/A
https://blog.thelowdown.com/blog/tag/vaginal-dryness,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/vaginal-dryness,"



Can contraception cause yeast infections or vaginal itching?
",N/A
https://blog.thelowdown.com/blog/tag/patch,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/patch,"



A GPs foray into FemTech: How I became Medical Director at The Lowdown
",N/A
https://blog.thelowdown.com/blog/tag/genital-warts,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/genital-warts,"



STIs Explained
",N/A
https://blog.thelowdown.com/#benign,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/levonorgestrel,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/levonorgestrel,"



Can you take the morning-after pill while breastfeeding?
",N/A
https://blog.thelowdown.com/#prego,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/androgens,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/androgens,"



Can The Contraceptive Pill Cause Hair Loss?
",N/A
https://blog.thelowdown.com/author/mary-hargreaves,N/A,N/A,http://localhost/thelowdown/wp/author/mary-hargreaves,"



Contraception: Weight Gain and Loss
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/#where,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/online-doctor,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/online-doctor,"



Asking your GP for contraception – the best way to discuss your options
",N/A
https://blog.thelowdown.com/blog/tag/lucy-rowett,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/lucy-rowett,N/A,N/A
https://blog.thelowdown.com/blog/breastfeeding-contraception,Hatty Wilmoth,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/breastfeeding-contraception,Hatty Wilmoth,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/mestranol,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/mestranol,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/what-you-always-wanted-to-know-about-cervical-screening,Georgia Gallant,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/what-you-always-wanted-to-know-about-cervical-screening,Georgia Gallant,Dr Fran Yarlett
https://blog.thelowdown.com/blog/the-lowdown-on-pelvic-health,The Lowdown,N/A,http://localhost/thelowdown/wp/blog/the-lowdown-on-pelvic-health,The Lowdown,N/A
https://blog.thelowdown.com/blog/tag/combined-pill,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/combined-pill,"



Can you use Microgynon as emergency contraception?
",N/A
https://blog.thelowdown.com/blog/why-use-lubricant,Mary Hargreaves,Dr Becky Mawson,http://localhost/thelowdown/wp/blog/why-use-lubricant,Mary Hargreaves,Dr Becky Mawson
https://blog.thelowdown.com/blog/tag/georgia-gallant,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/georgia-gallant,N/A,N/A
https://blog.thelowdown.com/blog/ethinylestradiol,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/ethinylestradiol,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/why-are-my-breasts-sore,Laura Keyes,Dr Becky Mawson,http://localhost/thelowdown/wp/blog/why-are-my-breasts-sore,Laura Keyes,Dr Becky Mawson
https://blog.thelowdown.com/blog/tag/laura-keyes,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/laura-keyes,N/A,N/A
https://blog.thelowdown.com/blog/drospirenone,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/drospirenone,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/sore,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/sore,"



Feeling sore after sex? Why your vagina hurts and what to do about it
",N/A
https://blog.thelowdown.com/blog/acne-returning-coming-off-the-pill,Mary Hargreaves,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/acne-returning-coming-off-the-pill,Mary Hargreaves,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/low-medium-and-high-oestrogen-pills-explained,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/low-medium-and-high-oestrogen-pills-explained,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/acne,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/acne,"



The most common side effects of contraception
",N/A
https://blog.thelowdown.com/#affect,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#prevent,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/poo,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/poo,"



Period poo: The ins and the outs
",N/A
https://blog.thelowdown.com/blog/pcos-inositol,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/pcos-inositol,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#endometriosis,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/estradiol-valerate,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/estradiol-valerate,"



A Guide to Estradiol valerate
",N/A
https://blog.thelowdown.com/blog/tag/microgynon-30,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/microgynon-30,"



Microgynon and PCOS – can it alleviate symptoms?
",N/A
https://blog.thelowdown.com/#never-had-sex,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/webinar,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/webinar,"



The Lowdown on painful sex
",N/A
https://blog.thelowdown.com/blog/perimenopause-hrt,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/perimenopause-hrt,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/gestodene,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/gestodene,"



Gestodene
",N/A
https://blog.thelowdown.com/blog/tag/headaches,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/headaches,"



Headaches, Migraines and The Pill – FAQ Guide
",N/A
https://blog.thelowdown.com/blog/progestogen-only-contraception-and-breast-cancer,The Lowdown,N/A,http://localhost/thelowdown/wp/blog/progestogen-only-contraception-and-breast-cancer,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#choose,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/menopause/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/menopause/,"



Fibroids after menopause
","



How to manage sleep problems in perimenopause
"
https://blog.thelowdown.com/#yasmin,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/gonorrhoea,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/gonorrhoea,"



STIs Explained
",N/A
https://blog.thelowdown.com/blog/tag/the-pill,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/the-pill,"



What happens if I miss a Cerelle pill?
",N/A
https://blog.thelowdown.com/blog/tag/period-pain,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/period-pain,"



Can mefenamic acid help with heavy and painful periods?
",N/A
https://blog.thelowdown.com/#treat,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#doc,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/sexual-health,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/sexual-health,"



STIs Explained
",N/A
https://blog.thelowdown.com/blog/tag/endometriosis,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/endometriosis,"



Fibroids vs endometriosis: what’s the difference?
","



Endometriosis fatigue is a real thing
"
https://blog.thelowdown.com/blog/tag/lam,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/lam,"



Breastfeeding as contraception – is it reliable?
",N/A
https://blog.thelowdown.com/author/silvia-anie-akwetey,N/A,N/A,http://localhost/thelowdown/wp/author/silvia-anie-akwetey,"



Is sex uncomfortable but not painful? Here’s 8 possible reasons why…
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/eco-friendly-period-products,Eppie Shepherd,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/eco-friendly-period-products,Skip to content,Eppie Shepherd
https://blog.thelowdown.com/blog/can-you-get-pregnant-on-the-implant,Hatty Wilmoth,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/can-you-get-pregnant-on-the-implant,Hatty Wilmoth,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#work,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/pill-prescription,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/pill-prescription,"



Where can I buy contraception?
",N/A
https://blog.thelowdown.com/blog/tag/maddie-braidwood,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/maddie-braidwood,N/A,N/A
https://blog.thelowdown.com/#play-sports,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/concerning-contraception,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/concerning-contraception,"



Progestogen-only contraception and breast cancer – what’s the risk?
",N/A
https://blog.thelowdown.com/blog/dean-street-clinic,Grace Jessop,N/A,http://localhost/thelowdown/wp/blog/dean-street-clinic,Grace Jessop,
https://blog.thelowdown.com/blog/birth-control-pioneer-mary-kenner,The Lowdown,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/birth-control-pioneer-mary-kenner,The Lowdown,30 years later
https://blog.thelowdown.com/blog/tag/norethisterone,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/norethisterone,"



Norethisterone
",N/A
https://blog.thelowdown.com/#cost,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#gedarel,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/the-lowdown-on-painful-sex,The Lowdown,N/A,http://localhost/thelowdown/wp/blog/the-lowdown-on-painful-sex,The Lowdown,N/A
https://blog.thelowdown.com/#sti,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#what-stops,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/my-contraceptive-journey-its-not-you-its-m-y-implant,Dani Conlon,N/A,http://localhost/thelowdown/wp/blog/my-contraceptive-journey-its-not-you-its-m-y-implant,Skip to content,Dani Conlon
https://blog.thelowdown.com/blog/my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,Anita Mistry,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/norethisterone,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/norethisterone,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/blood-clots-in-period,Fatema Dawoodbhoy,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/blood-clots-in-period,Fatema Dawoodbhoy,Dr Fran Yarlett
https://blog.thelowdown.com/blog/tag/vasectomy,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/vasectomy,"



The snip – a complete guide to getting a vasectomy
",N/A
https://blog.thelowdown.com/blog/tag/femtech,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/femtech,"



A GPs foray into FemTech: How I became Medical Director at The Lowdown
",N/A
https://blog.thelowdown.com/blog/tag/itchy-vagina,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/itchy-vagina,"



Can contraception cause yeast infections or vaginal itching?
",N/A
https://blog.thelowdown.com/#complications,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#normal,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#colour,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#remove,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/nuvaring,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/nuvaring,"



How to insert a vaginal ring
",N/A
https://blog.thelowdown.com/blog/tag/angela-wipperman,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/angela-wipperman,N/A,N/A
https://blog.thelowdown.com/#risks-of-coil-fitting,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/frances-yarlett,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/frances-yarlett,N/A,N/A
https://blog.thelowdown.com/blog/tag/libido,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/libido,"



12 signs he doesn’t want you sexually – and what to do about it
",N/A
https://blog.thelowdown.com/#when,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/utis,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/utis,"



D-Mannose vs Cranberry for UTIs – Which is best?
",N/A
https://blog.thelowdown.com/blog/tag/pcos/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/pcos/page/2,"



Hirsutism: how contraception can help with excess hair growth
",N/A
https://blog.thelowdown.com/blog/tag/fran-yarlett/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/fran-yarlett/page/2,N/A,N/A
https://blog.thelowdown.com/blog/tag/erin-damico,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/erin-damico,N/A,N/A
https://blog.thelowdown.com/blog/tag/becky-mawson,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/becky-mawson,N/A,N/A
https://blog.thelowdown.com/blog/endometriosis-and-fertility,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/endometriosis-and-fertility,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/fibroids-treatments,Fatema Dawoodbhoy,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/fibroids-treatments,Skip to content,Fatema Dawoodbhoy
https://blog.thelowdown.com/#infertile,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/orgasm-anxiety,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/orgasm-anxiety,"



6 tips for overcoming orgasm anxiety
",N/A
https://blog.thelowdown.com/#fibro,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/imogen-spector-hill,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/imogen-spector-hill,N/A,N/A
https://blog.thelowdown.com/blog/tag/barrier-method,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/barrier-method,"



STIs Explained
",N/A
https://blog.thelowdown.com/#indirectly,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/premenstrual-syndrome,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/premenstrual-syndrome,"



What’s the difference between Premenstrual syndrome (PMS) and Premenstrual dysphoric disorder (PMDD)?
",N/A
https://blog.thelowdown.com/blog/how-to-increase-fertility,Dr Jessica Frost,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/how-to-increase-fertility,Dr Jessica Frost,Dr Fran Yarlett
https://blog.thelowdown.com/blog/tag/fran-yarlett/,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/fran-yarlett/,N/A,N/A
https://blog.thelowdown.com/author/li-sa-choo,N/A,N/A,http://localhost/thelowdown/wp/author/li-sa-choo,"



Does D-Mannose work for UTIs?
","

 

Okorite Ephraim


 
"
